train_loss,train_acc,train_combined_loss,train_langts,train_hausdorff,train_acc_md_and_color_color,train_acc_md_or_color_color,train_acc_md_color,train_acc_md_shape,train_acc_md_and_shape_shape,train_acc_md_and_color_shape,train_acc_md_or_shape_shape,train_acc_md_or_color_shape,test_loss,test_acc,test_combined_loss,test_langts,test_hausdorff,test_acc_md_and_color_color,test_acc_md_or_color_color,test_acc_md_color,test_acc_md_shape,test_acc_md_and_shape_shape,test_acc_md_and_color_shape,test_acc_md_or_shape_shape,test_acc_md_or_color_shape,dataset,name,length,vocab_size,train_ts,train_reprts,test_ts,test_reprts
0.6932790994644165,0.5075790112209321,0.6932790994644165,,,0.5110224650364665,0.5179259068984876,0.5048336077153848,0.5170023811077714,0.5086409769493889,0.49638384881043673,0.5024787472683971,0.502024450790433,0.6943148409619051,0.49590001066993267,0.6943148409619051,,,0.4975000108778476,0.45227273702621473,0.5019379943147185,0.4789473773225358,0.48252033630037694,0.5236220567479847,0.5118110369978927,0.5151515273433744,shapeworld,concept,3,3,,,,
0.44515374302864075,0.7257130072975159,0.44515374302864075,0.08533648793444286,0.025693587406676627,0.9740336830389433,0.963193719813385,0.9829992092520046,0.5169510380834295,0.5067562413915435,0.687123243366227,0.4973309135258367,0.6816741450173427,0.6171028754290413,0.6487823629098779,0.6171028754290413,0.10569252117454798,0.09196760812206284,0.6989411893837592,0.746176480143306,0.9647058842120191,0.49539474587045595,0.4863940797343544,0.6209124718387684,0.5216072367235929,0.6979946641453978,shapeworld,concept,5,5,,,,
0.3479336082935333,0.8107440083694458,0.3479336082935333,0.08023571761378565,0.033092110636778305,0.9978348036168956,0.9976077326593311,0.9989381934119101,0.6821169145817252,0.6799766473660704,0.7402626376200204,0.6730862810652523,0.7171486881077896,0.5412674581303316,0.7304058976173401,0.5412674581303316,0.13200698238144892,0.14924695656944334,0.7785588356501917,0.7317379792106343,0.9393524915129422,0.691544127872577,0.6820420959045989,0.5950440126365537,0.743446049948653,0.6961230068731514,shapeworld,concept,20,100,,,,
0.4160317420959473,0.7425230073738099,0.4160317420959473,0.07996993846224351,0.1230804098769448,0.997914996047735,0.995940394815398,0.99707210786558,0.541690374847272,0.5230802293037097,0.6947919303822999,0.5040947856338533,0.6896456326164927,0.60884989009184,0.6441058939765482,0.60884989009184,0.10085755060626363,0.10707910502698172,0.6935294227039114,0.746229956781163,0.9531007805916472,0.47041409621851354,0.4713534287028711,0.6279296082836602,0.5523158998788094,0.6844474272188231,shapeworld,concept,20,1000,,,,
0.6043718338012696,0.676775515537262,0.6043718338012696,0.015200268254838606,0.03935009133626901,0.7139655316435249,0.7258115325322614,0.776980994894463,0.6460071218498699,0.6224182375169989,0.6510545580049959,0.6309153637431228,0.6470224151543348,0.6223583817481995,0.6739676613527186,0.6223583817481995,0.03841516089952759,0.08786339908163947,0.6938823681193239,0.666631030558265,0.7366165199401549,0.6547600741933559,0.6687231117575322,0.6494673573346863,0.6694997802494079,0.6586452877803071,shapeworld,setref,3,3,,,,
0.3267156362533569,0.8528615114021301,0.3267156362533569,0.09742456591269688,-0.005710873904513808,0.9776263050968014,0.9632742683396819,0.9868779718592503,0.8282385599603772,0.7781035945167607,0.7343838504203642,0.8049129311470621,0.7479185454592928,0.479802585699979,0.7775058960914611,0.479802585699979,0.06754018133834126,0.08977753950688573,0.7615882498727126,0.7777005451885772,0.8847925320668576,0.8152283406225337,0.8259684478962952,0.7574108507882782,0.6602362318550232,0.7281194417712522,shapeworld,setref,5,5,,,,
0.06447216123342514,0.974086009979248,0.06447216123342514,0.07759829010597576,0.06206854825580808,0.9983520446678306,0.9988763590421689,0.9993423136497261,0.9767772533364394,0.9549299111201013,0.9552565694047948,0.9567679263455224,0.9520570305651415,0.14105727918007793,0.9442264886463388,0.14105727918007793,0.058210194001969216,0.14867941773650745,0.969058824391926,0.9600534783646384,0.9929776553742373,0.9399574381694338,0.9334050749318556,0.9166975543972739,0.9253358135294064,0.9242424322109596,shapeworld,setref,20,100,,,,
0.06371931582689286,0.9745770105171203,0.06371931582689286,0.04181780452947572,0.06449176474454761,0.999121892390102,0.9988360851847065,0.9992036448511193,0.9768483431700845,0.9550467329093971,0.9543393978879908,0.9579708420926136,0.9549776004239645,0.13366723849492915,0.9485529574786914,0.13366723849492915,0.08750445943439286,0.13892655881961327,0.9742647046902599,0.9682352956603556,0.9950524387542267,0.9392995420762629,0.9417503642899061,0.9307781447134066,0.9263316435138073,0.9227049990611917,shapeworld,setref,20,1000,,,,
0.39439704312997703,0.8483747233054216,0.39439704312997703,0.002590488527644506,0.002590488527644506,,,,,,0.8483747214731925,,,0.42893383169875426,0.8357838418483736,0.42893383169875426,0.003701860368956167,0.003701860368956167,,,,,,0.835783839039943,,,shapeworld_ref,ref,3,3,,,,
0.19424222935648525,0.9314235478793873,0.19424222935648525,0.0025383609863900434,0.0025383609863900434,,,,,,0.9314235345433739,,,0.2363163592184291,0.9166294304062339,0.2363163592184291,0.002133773845581528,0.002133773845581528,,,,,,0.9166294168339056,,,shapeworld_ref,ref,5,5,,,,
0.04237712257438236,0.990033891465929,0.04237712257438236,0.026843423740320907,0.026843423740320907,,,,,,0.9900338874826827,,,0.04708170978461995,0.988099997632644,0.04708170978461995,0.0028601530466081486,0.0028601530466081486,,,,,,0.9880999988492799,,,shapeworld_ref,ref,20,100,,,,
0.02500925875372357,0.9942516587575277,0.02500925875372357,0.06101945132840265,0.06101945132840265,,,,,,0.9942516656643815,,,0.030524432330447084,0.9925588126743541,0.030524432330447084,0.05581597200231175,0.05581597200231175,,,,,,0.9925588227089712,,,shapeworld_ref,ref,20,1000,,,,
0.4626048723263527,0.7896321037883193,0.4626048723263527,,0.15831988118115442,,,,,,,,,0.6549431681632996,0.6385134799073555,0.6549431681632996,,0.261214294142617,,,,,,,,,cub,concept,3,3,0.21352285394777995,0.17984070945016384,0.22651013661234198,0.2470690859473202
0.36718835247986353,0.8601977789900197,0.36718835247986353,,0.20997953504819852,,,,,,,,,0.7363773143577005,0.7215119871158086,0.7363773143577005,,0.37059064935795316,,,,,,,,,cub,concept,5,5,0.410826325059875,0.425921730813331,0.385872333941201,0.3775624895370392
0.4147576516243949,0.8332589715167659,0.4147576516243949,,0.15231197787756545,,,,,,,,,0.5706731611026261,0.7126227635751939,0.5706731611026261,,0.37525881314389087,,,,,,,,,cub,concept,20,100,0.2722725777860287,0.31133078922230956,0.4754923328986961,0.3121509308108385
0.810155893884488,0.5007037325403583,0.810155893884488,,0.06962880111217297,,,,,,,,,0.7730099776547826,0.5016721562104307,0.7730099776547826,,0.08832361289356033,,,,,,,,,cub,concept,20,1000,0.016705978231143292,0.03963194331855264,0.18376095721008034,0.009947293580434906
0.4812466404331264,0.770109714209144,0.4812466404331264,,0.08220902851740436,,,,,,,,,0.6013588675124917,0.6849371345243054,0.6013588675124917,,0.26555717453723465,,,,,,,,,cub,setref,3,3,0.18979200883988823,0.25789102795388785,0.29784795243389073,0.41096584366958316
0.3234222715915139,0.8696291233817144,0.3234222715915139,,0.10671475922805382,,,,,,,,,0.6618167747280554,0.7124625854791998,0.6618167747280554,,0.26277435532556487,,,,,,,,,cub,setref,5,5,0.20054218657201078,0.29253871820556376,0.29900238463119605,0.5349595329139198
0.2173355223972406,0.9114753954837573,0.2173355223972406,,0.1338710497100147,,,,,,,,,0.40829582432073036,0.8126242667329524,0.40829582432073036,,0.3991343941234522,,,,,,,,,cub,setref,20,100,0.2593696938596568,0.2995950613820372,0.49367252242497767,0.41801297236824564
0.3505047268387097,0.8530776292174613,0.3505047268387097,,0.13999421836542741,,,,,,,,,0.6119457058563917,0.7621317473143163,0.6119457058563917,,0.3565311800183706,,,,,,,,,cub,setref,20,1000,0.1933144569270065,0.23573693904006177,0.47838428585929005,0.36327874366699003
0.43097762251967814,0.8153828524440082,0.43097762251967814,,0.036552210580143636,,,,,,,,,0.582407797703486,0.7721542044670995,0.582407797703486,,0.041850928894533394,,,,,,,,,cub,ref,3,3,0.03091826221709097,0.025503922761729747,0.024046070529394246,0.047273987556240925
0.23775946626912303,0.9083134546564584,0.23775946626912303,,0.011467458096408928,,,,,,,,,0.26768027808137995,0.8935584054664227,0.26768027808137995,,0.020562061850503067,,,,,,,,,cub,ref,5,5,0.014207450234484076,0.01566071804932259,0.012621872637946577,0.04085938155116214
0.16673827827421586,0.9458015167926671,0.16673827827421586,,0.03230652602794577,,,,,,,,,0.16949566076704842,0.9422290662734096,0.16949566076704842,,0.0718328697518539,,,,,,,,,cub,ref,20,100,0.015293943577015226,0.015210272334373456,0.045765740809721754,0.05119794104147424
0.1686067082988682,0.9387739058145839,0.1686067082988682,,0.007737649103857459,,,,,,,,,0.188405368633256,0.9326512229085676,0.188405368633256,,0.03068527520157035,,,,,,,,,cub,ref,20,1000,0.03586434199017664,0.006651428335661516,-0.004239299543613124,0.02484850958333216
