train_loss,train_acc,train_combined_loss,train_hausdorff,train_ts,train_reprts,test_loss,test_acc,test_combined_loss,test_hausdorff,test_ts,test_reprts,dataset,name,n
0.5070068836212158,0.7582000155448914,0.5070068836212158,0.10221122100572039,0.20582752968736845,0.20768667909830985,0.5829817056655884,0.7200000095367431,0.5829817056655884,0.3661990825222918,0.4987910523904959,0.4257807657859961,cub,setref,0
0.5206018090248108,0.7645000133514405,0.5206018090248108,0.14003675793128792,0.2391401225691073,0.26380990761113854,0.5539774000644684,0.7407500064373016,0.5539774000644684,0.37688588171236437,0.40972850249341597,0.40353770854435134,cub,setref,1
0.48289749026298523,0.7672000164985657,0.48289749026298523,0.14909662122659822,0.24010869086637607,0.3036491447401827,0.5380318760871887,0.7455000150203706,0.5380318760871887,0.45026961056106507,0.525460738977324,0.5052074816622054,cub,setref,2
0.4888848662376404,0.7691000127792358,0.4888848662376404,0.1570096768896083,0.24139624980991528,0.2779414890804571,0.545771449804306,0.7442500114440918,0.545771449804306,0.40116229030342276,0.48264280482726896,0.49854158681322575,cub,setref,3
0.482018381357193,0.7708000116348267,0.482018381357193,0.12833011780288908,0.23523654564311636,0.23754613486736154,0.5678006112575531,0.7280000138282776,0.5678006112575531,0.39981601548036233,0.4944244395339626,0.46853657449773783,cub,setref,4
2.36900059500737,0.5861209022571792,2.36900059500737,0.06211460418053615,0.08350518259499604,0.07979133894801915,2.3849475026844504,0.5478233594665982,2.3849475026844504,0.17720428064282367,0.2377349209306486,0.24133554118600672,cub,ref,0
1.990495172899161,0.5584477668484644,1.990495172899161,0.04591083231002231,0.07561067485915368,0.0283906932826953,1.8380452872750288,0.5428772515522504,1.8380452872750288,0.1338858923807487,0.19452613397604804,0.17479222939604086,cub,ref,1
2.104613101304467,0.5634925431137653,2.104613101304467,0.06018561783128858,0.054157595160541395,0.06448737544887086,1.92086757585674,0.5436646763150565,1.92086757585674,0.1560891739614111,0.22817379746428154,0.18733088240774842,cub,ref,2
2.0949439006065256,0.5868074693039282,2.0949439006065256,0.0777024942073397,0.10236214889717483,0.09389887744250386,2.244028611097507,0.552281442666482,2.244028611097507,0.18386203910817614,0.23813911312572233,0.2942178527484184,cub,ref,3
2.2950489876875237,0.5900641859752027,2.2950489876875237,0.08221992762472977,0.09403349491951268,0.0572401223013269,2.360441284979175,0.5515449166940356,2.360441284979175,0.1691106605553163,0.21975154872581398,0.22847617100697762,cub,ref,4
